"Subject","Sex","Stim","Condition","acc","rt"
402,"Female","L1.M2.R4","Ascending",1,1244
402,"Female","L4.M2.R3","Non Order",1,1061
402,"Female","L1.M2.R3","Ascending",1,1044
402,"Female","L3.M1.R1","partial rep",1,788
402,"Female","L4.M3.R1","Descending",1,1306
402,"Female","L2.M2.R2","Repetition",1,1107
402,"Female","L1.M3.R4","Ascending",1,1473
402,"Female","L1.M1.R1","Repetition",1,784
402,"Female","L4.M4.R1","partial rep",0,1304
402,"Female","L1.M4.R1","partial rep",1,1243
402,"Female","L2.M2.R2","Repetition",1,1012
402,"Female","L2.M3.R1","Non Order",1,1300
402,"Female","L2.M3.R4","Ascending",1,1901
402,"Female","L1.M3.R2","Non Order",1,1175
402,"Female","L2.M3.R4","Ascending",1,1318
402,"Female","L4.M2.R3","Non Order",1,1260
402,"Female","L3.M1.R2","Non Order",1,1162
402,"Female","L3.M3.R3","Repetition",1,964
402,"Female","L4.M3.R1","Descending",1,1194
402,"Female","L4.M1.R3","Non Order",1,1408
402,"Female","L2.M2.R2","Repetition",1,763
402,"Female","L4.M3.R2","Descending",1,1241
402,"Female","L4.M3.R2","Descending",1,1232
402,"Female","L4.M3.R1","Descending",1,1171
402,"Female","L4.M4.R4","Repetition",1,1095
402,"Female","L1.M3.R2","Non Order",1,958
402,"Female","L3.M3.R3","Repetition",1,1099
402,"Female","L1.M1.R1","Repetition",1,749
402,"Female","L4.M1.R2","Non Order",1,966
402,"Female","L1.M1.R1","Repetition",1,723
402,"Female","L1.M1.R1","Repetition",1,670
402,"Female","L4.M4.R4","Repetition",0,1120
402,"Female","L2.M3.R4","Ascending",1,1314
402,"Female","L1.M2.R3","Ascending",1,889
402,"Female","L4.M2.R1","Descending",1,914
402,"Female","L1.M2.R3","Ascending",1,1052
402,"Female","L4.M3.R2","Descending",1,1268
402,"Female","L4.M4.R4","Repetition",1,1247
402,"Female","L3.M3.R3","Repetition",1,1194
402,"Female","L4.M3.R1","Descending",1,1111
402,"Female","L1.M1.R1","Repetition",1,623
402,"Female","L1.M1.R1","Repetition",1,536
402,"Female","L3.M2.R1","Descending",1,1001
402,"Female","L4.M2.R1","Descending",1,970
402,"Female","L4.M3.R2","Descending",1,1317
402,"Female","L1.M3.R3","partial rep",1,986
402,"Female","L1.M2.R3","Ascending",1,840
402,"Female","L1.M3.R4","Ascending",1,949
402,"Female","L1.M3.R4","Ascending",1,945
402,"Female","L2.M2.R2","Repetition",1,665
402,"Female","L4.M4.R4","Repetition",1,1201
402,"Female","L1.M4.R2","Non Order",1,887
402,"Female","L1.M4.R3","Non Order",1,1076
402,"Female","L3.M4.R1","Non Order",1,905
402,"Female","L3.M3.R3","Repetition",1,698
402,"Female","L1.M4.R3","Non Order",1,1202
402,"Female","L3.M3.R3","Repetition",1,920
402,"Female","L1.M2.R4","Ascending",1,717
402,"Female","L4.M4.R4","Repetition",1,709
402,"Female","L2.M4.R1","Non Order",1,745
402,"Female","L2.M3.R4","Ascending",1,963
402,"Female","L3.M2.R3","partial rep",1,1439
402,"Female","L1.M2.R4","Ascending",1,729
402,"Female","L4.M2.R1","Descending",1,809
402,"Female","L1.M2.R3","Ascending",1,718
402,"Female","L1.M3.R4","Ascending",1,656
402,"Female","L4.M3.R2","Descending",1,1261
402,"Female","L2.M1.R4","Non Order",1,730
402,"Female","L3.M2.R4","Non Order",1,1008
402,"Female","L4.M3.R1","Descending",1,1001
402,"Female","L3.M3.R3","Repetition",1,992
402,"Female","L3.M1.R4","Non Order",1,1010
402,"Female","L4.M4.R4","Repetition",1,1157
402,"Female","L1.M2.R3","Ascending",1,805
402,"Female","L2.M4.R4","partial rep",1,901
402,"Female","L1.M1.R2","partial rep",1,707
402,"Female","L1.M1.R1","Repetition",1,554
402,"Female","L2.M2.R2","Repetition",1,562
402,"Female","L1.M2.R4","Ascending",1,1116
402,"Female","L1.M1.R1","Repetition",1,672
402,"Female","L2.M2.R2","Repetition",1,786
402,"Female","L2.M3.R4","Ascending",1,1144
402,"Female","L4.M4.R4","Repetition",1,1325
402,"Female","L3.M2.R1","Descending",1,1028
402,"Female","L4.M2.R2","partial rep",1,938
402,"Female","L4.M3.R1","Descending",1,1113
402,"Female","L2.M2.R2","Repetition",1,814
402,"Female","L4.M2.R1","Descending",1,800
402,"Female","L3.M1.R2","Non Order",1,1069
402,"Female","L3.M2.R1","Descending",1,895
402,"Female","L4.M3.R1","Descending",1,1275
402,"Female","L2.M2.R2","Repetition",1,648
402,"Female","L4.M3.R2","Descending",1,1340
402,"Female","L1.M2.R3","Ascending",1,723
402,"Female","L4.M1.R3","Non Order",1,1106
402,"Female","L2.M4.R3","Non Order",1,1202
402,"Female","L2.M4.R1","Non Order",1,1497
402,"Female","L2.M2.R2","Repetition",1,679
402,"Female","L4.M3.R2","Descending",1,888
402,"Female","L1.M3.R4","Ascending",1,1095
402,"Female","L2.M3.R4","Ascending",1,1060
402,"Female","L1.M1.R1","Repetition",1,534
402,"Female","L3.M4.R2","Non Order",1,903
402,"Female","L2.M1.R3","Non Order",1,979
402,"Female","L3.M1.R4","Non Order",1,700
402,"Female","L3.M2.R1","Descending",1,812
402,"Female","L4.M4.R4","Repetition",1,803
402,"Female","L1.M2.R3","Ascending",1,973
402,"Female","L3.M3.R3","Repetition",1,1219
402,"Female","L3.M2.R1","Descending",1,867
402,"Female","L1.M3.R4","Ascending",1,1395
402,"Female","L3.M3.R3","Repetition",1,714
402,"Female","L2.M2.R2","Repetition",1,772
402,"Female","L2.M3.R4","Ascending",1,1122
402,"Female","L1.M2.R4","Ascending",1,715
402,"Female","L1.M1.R1","Repetition",1,596
402,"Female","L2.M1.R4","Non Order",1,690
402,"Female","L4.M2.R1","Descending",1,661
402,"Female","L4.M3.R4","partial rep",1,1277
402,"Female","L4.M2.R1","Descending",1,843
402,"Female","L2.M3.R1","Non Order",1,677
402,"Female","L3.M4.R1","Non Order",1,831
402,"Female","L3.M3.R3","Repetition",1,1207
402,"Female","L4.M2.R1","Descending",1,814
402,"Female","L1.M3.R4","Ascending",1,1365
402,"Female","L3.M2.R1","Descending",1,878
402,"Female","L3.M3.R3","Repetition",1,844
402,"Female","L4.M2.R1","Descending",1,750
402,"Female","L4.M4.R4","Repetition",1,676
402,"Female","L4.M4.R4","Repetition",1,897
402,"Female","L2.M1.R2","partial rep",1,926
402,"Female","L2.M2.R2","Repetition",1,623
402,"Female","L3.M2.R4","Non Order",1,1082
402,"Female","L4.M1.R2","Non Order",1,1030
402,"Female","L1.M2.R4","Ascending",1,599
402,"Female","L4.M4.R4","Repetition",1,805
402,"Female","L2.M4.R3","Non Order",1,1192
402,"Female","L3.M3.R4","partial rep",0,1074
402,"Female","L3.M2.R1","Descending",1,936
402,"Female","L2.M2.R2","Repetition",1,620
402,"Female","L1.M1.R1","Repetition",1,678
402,"Female","L3.M4.R2","Non Order",1,1168
402,"Female","L1.M2.R4","Ascending",1,980
402,"Female","L1.M1.R1","Repetition",1,590
402,"Female","L2.M3.R4","Ascending",1,1172
402,"Female","L2.M1.R3","Non Order",1,1004
402,"Female","L2.M2.R3","partial rep",1,1277
402,"Female","L3.M3.R3","Repetition",1,982
402,"Female","L4.M4.R4","Repetition",1,924
402,"Female","L4.M3.R1","Descending",1,1088
402,"Female","L3.M3.R3","Repetition",1,701
402,"Female","L1.M2.R4","Ascending",1,849
402,"Female","L4.M3.R2","Descending",1,1307
402,"Female","L1.M3.R4","Ascending",1,1352
402,"Female","L3.M2.R1","Descending",1,846
402,"Female","L1.M4.R2","Non Order",1,1005
402,"Female","L3.M2.R1","Descending",1,911
402,"Female","L2.M4.R3","Non Order",1,1300
402,"Female","L4.M2.R2","partial rep",1,659
402,"Female","L3.M3.R3","Repetition",1,1199
402,"Female","L2.M2.R2","Repetition",1,607
402,"Female","L4.M4.R4","Repetition",1,1460
402,"Female","L2.M3.R4","Ascending",1,1126
402,"Female","L1.M2.R3","Ascending",1,859
402,"Female","L1.M3.R4","Ascending",1,1452
402,"Female","L4.M4.R4","Repetition",1,1466
402,"Female","L1.M2.R4","Ascending",1,663
402,"Female","L4.M4.R4","Repetition",1,1141
402,"Female","L4.M4.R4","Repetition",1,1373
402,"Female","L2.M4.R1","Non Order",1,784
402,"Female","L1.M4.R3","Non Order",1,1077
402,"Female","L3.M3.R3","Repetition",0,1034
402,"Female","L4.M3.R1","Descending",1,1361
402,"Female","L4.M3.R2","Descending",1,1543
402,"Female","L4.M4.R1","partial rep",1,1323
402,"Female","L1.M2.R4","Ascending",1,1018
402,"Female","L4.M3.R2","Descending",1,1170
402,"Female","L2.M3.R4","Ascending",1,997
402,"Female","L3.M2.R1","Descending",1,785
402,"Female","L4.M3.R2","Descending",1,1094
402,"Female","L3.M2.R1","Descending",1,698
402,"Female","L3.M4.R2","Non Order",1,1570
402,"Female","L2.M1.R3","Non Order",1,1024
402,"Female","L1.M1.R1","Repetition",1,634
402,"Female","L2.M2.R2","Repetition",1,610
402,"Female","L3.M4.R1","Non Order",1,1339
402,"Female","L4.M3.R1","Descending",1,1255
402,"Female","L2.M2.R2","Repetition",1,602
402,"Female","L2.M2.R2","Repetition",1,593
402,"Female","L3.M2.R4","Non Order",1,978
402,"Female","L3.M2.R1","Descending",1,828
402,"Female","L1.M3.R4","Ascending",1,1040
402,"Female","L1.M1.R1","Repetition",1,516
402,"Female","L2.M2.R2","Repetition",1,588
402,"Female","L4.M4.R4","Repetition",1,1033
402,"Female","L1.M2.R3","Ascending",1,629
402,"Female","L1.M2.R4","Ascending",1,1042
402,"Female","L3.M1.R4","Non Order",1,1127
402,"Female","L2.M2.R2","Repetition",1,554
402,"Female","L4.M3.R1","Descending",1,846
402,"Female","L3.M3.R3","Repetition",1,1134
402,"Female","L3.M3.R3","Repetition",1,836
402,"Female","L2.M1.R2","partial rep",1,921
402,"Female","L3.M2.R1","Descending",1,838
402,"Female","L2.M3.R4","Ascending",1,955
402,"Female","L4.M3.R1","Descending",1,838
402,"Female","L2.M2.R2","Repetition",1,577
402,"Female","L1.M1.R1","Repetition",1,544
402,"Female","L3.M1.R4","Non Order",1,849
402,"Female","L2.M4.R1","Non Order",1,683
402,"Female","L3.M1.R1","partial rep",1,781
402,"Female","L3.M3.R3","Repetition",1,723
402,"Female","L1.M1.R1","Repetition",1,511
402,"Female","L2.M4.R3","Non Order",1,1134
402,"Female","L1.M3.R4","Ascending",1,944
402,"Female","L4.M3.R1","Descending",1,767
402,"Female","L2.M2.R3","partial rep",1,1203
402,"Female","L4.M4.R4","Repetition",1,939
402,"Female","L3.M3.R3","Repetition",1,745
402,"Female","L3.M3.R3","Repetition",1,897
402,"Female","L1.M2.R3","Ascending",1,787
402,"Female","L4.M2.R1","Descending",1,857
402,"Female","L2.M3.R1","Non Order",1,772
402,"Female","L1.M3.R4","Ascending",1,794
402,"Female","L1.M3.R3","partial rep",1,1491
402,"Female","L2.M2.R2","Repetition",1,621
402,"Female","L1.M3.R4","Ascending",1,788
402,"Female","L3.M4.R1","Non Order",1,954
402,"Female","L1.M1.R1","Repetition",1,672
402,"Female","L4.M3.R2","Descending",1,1370
402,"Female","L1.M1.R1","Repetition",1,488
402,"Female","L4.M2.R1","Descending",1,650
402,"Female","L3.M2.R1","Descending",1,786
402,"Female","L1.M2.R4","Ascending",1,545
402,"Female","L4.M3.R2","Descending",1,1178
402,"Female","L2.M3.R4","Ascending",1,1196
402,"Female","L4.M2.R1","Descending",1,994
402,"Female","L3.M3.R3","Repetition",1,978
402,"Female","L3.M2.R1","Descending",1,783
402,"Female","L3.M3.R3","Repetition",1,606
402,"Female","L4.M1.R2","Non Order",1,683
402,"Female","L4.M2.R3","Non Order",1,1135
402,"Female","L2.M2.R2","Repetition",1,619
402,"Female","L1.M1.R1","Repetition",1,605
402,"Female","L4.M2.R1","Descending",1,550
402,"Female","L2.M3.R4","Ascending",1,1045
402,"Female","L2.M2.R2","Repetition",1,587
402,"Female","L2.M3.R1","Non Order",1,711
402,"Female","L1.M4.R2","Non Order",1,869
402,"Female","L4.M3.R2","Descending",1,943
402,"Female","L3.M2.R1","Descending",1,892
402,"Female","L4.M2.R3","Non Order",1,1178
402,"Female","L2.M3.R4","Ascending",1,1337
402,"Female","L1.M1.R1","Repetition",1,494
402,"Female","L4.M4.R4","Repetition",1,981
402,"Female","L4.M4.R4","Repetition",1,1070
402,"Female","L2.M2.R2","Repetition",1,582
402,"Female","L4.M3.R1","Descending",1,776
402,"Female","L4.M3.R1","Descending",1,1102
402,"Female","L1.M2.R4","Ascending",1,748
402,"Female","L3.M1.R2","Non Order",1,758
402,"Female","L1.M1.R1","Repetition",1,518
402,"Female","L1.M1.R1","Repetition",1,487
402,"Female","L2.M1.R4","Non Order",1,1085
402,"Female","L3.M1.R2","Non Order",1,1196
402,"Female","L1.M4.R3","Non Order",1,1242
402,"Female","L4.M1.R3","Non Order",1,1214
402,"Female","L4.M2.R1","Descending",1,1076
402,"Female","L2.M2.R2","Repetition",1,629
402,"Female","L1.M3.R2","Non Order",1,853
402,"Female","L3.M3.R3","Repetition",1,1293
402,"Female","L2.M4.R4","partial rep",1,1259
402,"Female","L4.M2.R1","Descending",1,780
402,"Female","L1.M4.R2","Non Order",1,803
402,"Female","L2.M3.R4","Ascending",1,1059
402,"Female","L4.M4.R4","Repetition",1,916
402,"Female","L3.M3.R4","partial rep",1,1372
402,"Female","L4.M1.R2","Non Order",1,839
402,"Female","L1.M2.R3","Ascending",1,671
402,"Female","L4.M3.R2","Descending",1,1251
402,"Female","L3.M4.R2","Non Order",1,1126
402,"Female","L3.M2.R3","partial rep",1,1222
402,"Female","L1.M3.R2","Non Order",1,585
402,"Female","L1.M3.R4","Ascending",1,962
402,"Female","L1.M2.R3","Ascending",1,651
402,"Female","L1.M2.R3","Ascending",1,682
402,"Female","L3.M2.R4","Non Order",1,1360
402,"Female","L4.M3.R4","partial rep",1,1227
402,"Female","L4.M4.R4","Repetition",1,905
402,"Female","L1.M1.R2","partial rep",0,603
402,"Female","L4.M4.R4","Repetition",1,706
402,"Female","L4.M4.R4","Repetition",1,1105
402,"Female","L1.M3.R4","Ascending",1,1064
402,"Female","L1.M1.R1","Repetition",1,549
402,"Female","L4.M1.R3","Non Order",1,1133
402,"Female","L4.M2.R1","Descending",1,907
402,"Female","L1.M2.R4","Ascending",1,878
402,"Female","L4.M3.R1","Descending",1,1353
402,"Female","L4.M3.R2","Descending",1,1560
402,"Female","L1.M4.R1","partial rep",0,779
402,"Female","L1.M2.R3","Ascending",1,1066
402,"Female","L3.M3.R3","Repetition",1,1311
402,"Female","L2.M1.R3","Non Order",1,1070
402,"Female","L3.M3.R3","Repetition",1,1111
402,"Female","L2.M3.R4","Ascending",1,1318
402,"Female","L1.M1.R1","Repetition",1,687
402,"Female","L2.M1.R4","Non Order",1,922
402,"Female","L1.M3.R4","Ascending",1,1399
402,"Female","L1.M2.R3","Ascending",1,1168
402,"Female","L4.M2.R1","Descending",1,994
402,"Female","L1.M2.R4","Ascending",1,657
402,"Female","L1.M2.R4","Ascending",1,932
403,"Male","L1.M2.R4","Ascending",1,1103
403,"Male","L1.M2.R4","Ascending",1,1080
403,"Male","L3.M3.R3","Repetition",1,1060
403,"Male","L3.M2.R1","Descending",0,1273
403,"Male","L1.M1.R1","Repetition",0,847
403,"Male","L4.M2.R1","Descending",1,1689
403,"Male","L1.M1.R1","Repetition",1,798
403,"Male","L1.M2.R3","Ascending",1,1135
403,"Male","L4.M2.R1","Descending",1,1066
403,"Male","L4.M4.R4","Repetition",1,1062
403,"Male","L2.M3.R4","Ascending",0,1555
403,"Male","L2.M2.R2","Repetition",1,1048
403,"Male","L4.M3.R1","Descending",1,1882
403,"Male","L1.M2.R3","Ascending",1,1379
403,"Male","L4.M1.R2","Non Order",1,1576
403,"Male","L2.M2.R2","Repetition",1,790
403,"Male","L4.M4.R1","partial rep",1,525
403,"Male","L1.M1.R2","partial rep",1,1160
403,"Male","L4.M3.R2","Descending",1,1649
403,"Male","L4.M1.R3","Non Order",1,1402
403,"Male","L1.M1.R1","Repetition",1,821
403,"Male","L1.M2.R4","Ascending",1,957
403,"Male","L1.M3.R2","Non Order",1,1420
403,"Male","L4.M3.R1","Descending",1,1748
403,"Male","L4.M4.R4","Repetition",1,1577
403,"Male","L1.M3.R4","Ascending",1,1322
403,"Male","L4.M4.R4","Repetition",0,0
403,"Male","L2.M3.R4","Ascending",1,1604
403,"Male","L3.M2.R1","Descending",0,1115
403,"Male","L3.M4.R1","Non Order",0,0
403,"Male","L1.M2.R3","Ascending",1,978
403,"Male","L3.M4.R2","Non Order",1,1685
403,"Male","L4.M3.R1","Descending",1,1147
403,"Male","L3.M3.R3","Repetition",0,1178
403,"Male","L1.M1.R1","Repetition",1,908
403,"Male","L4.M2.R1","Descending",1,1484
403,"Male","L4.M2.R1","Descending",1,1329
403,"Male","L1.M3.R2","Non Order",1,1068
403,"Male","L1.M1.R1","Repetition",1,905
403,"Male","L2.M3.R4","Ascending",1,1743
403,"Male","L4.M3.R1","Descending",1,1302
403,"Male","L4.M1.R2","Non Order",0,1492
403,"Male","L1.M4.R2","Non Order",1,1581
403,"Male","L3.M3.R3","Repetition",1,1392
403,"Male","L3.M2.R1","Descending",1,1738
403,"Male","L2.M2.R2","Repetition",1,881
403,"Male","L1.M4.R3","Non Order",0,1691
403,"Male","L2.M3.R4","Ascending",1,1427
403,"Male","L2.M2.R2","Repetition",1,803
403,"Male","L1.M2.R3","Ascending",1,1273
403,"Male","L3.M2.R4","Non Order",1,1630
403,"Male","L4.M3.R2","Descending",1,1771
403,"Male","L4.M2.R1","Descending",1,1295
403,"Male","L4.M4.R4","Repetition",1,1099
403,"Male","L3.M3.R3","Repetition",1,1578
403,"Male","L1.M1.R1","Repetition",1,801
403,"Male","L3.M3.R3","Repetition",1,888
403,"Male","L1.M3.R4","Ascending",1,1002
403,"Male","L4.M4.R4","Repetition",1,801
403,"Male","L4.M3.R2","Descending",1,1080
403,"Male","L3.M2.R3","partial rep",1,1511
403,"Male","L3.M1.R4","Non Order",1,1459
403,"Male","L1.M3.R4","Ascending",1,1553
403,"Male","L2.M1.R4","Non Order",1,1221
403,"Male","L1.M3.R4","Ascending",1,997
403,"Male","L1.M1.R1","Repetition",1,709
403,"Male","L2.M2.R2","Repetition",1,1132
403,"Male","L2.M3.R1","Non Order",1,960
403,"Male","L2.M3.R4","Ascending",1,1373
403,"Male","L2.M4.R4","partial rep",0,0
403,"Male","L4.M4.R4","Repetition",1,1293
403,"Male","L1.M1.R1","Repetition",1,731
403,"Male","L1.M4.R2","Non Order",1,1299
403,"Male","L1.M1.R1","Repetition",1,678
403,"Male","L1.M2.R4","Ascending",1,1462
403,"Male","L3.M4.R1","Non Order",1,895
403,"Male","L2.M2.R2","Repetition",1,790
403,"Male","L4.M2.R2","partial rep",0,1201
403,"Male","L4.M4.R4","Repetition",1,1212
403,"Male","L1.M2.R3","Ascending",1,885
403,"Male","L1.M3.R4","Ascending",1,1295
403,"Male","L4.M2.R1","Descending",1,962
403,"Male","L1.M3.R4","Ascending",1,1248
403,"Male","L4.M3.R2","Descending",1,1376
403,"Male","L3.M1.R1","partial rep",0,852
403,"Male","L2.M2.R2","Repetition",1,856
403,"Male","L3.M3.R3","Repetition",1,1295
403,"Male","L1.M2.R3","Ascending",1,1222
403,"Male","L2.M3.R4","Ascending",1,1306
403,"Male","L2.M1.R2","partial rep",1,1239
403,"Male","L3.M3.R3","Repetition",1,1208
403,"Male","L1.M3.R4","Ascending",1,1096
403,"Male","L4.M2.R3","Non Order",1,1465
403,"Male","L1.M2.R3","Ascending",1,958
403,"Male","L1.M2.R4","Ascending",1,1153
403,"Male","L3.M3.R3","Repetition",1,1663
403,"Male","L1.M1.R1","Repetition",1,728
403,"Male","L1.M3.R4","Ascending",1,1187
403,"Male","L3.M1.R2","Non Order",1,1550
403,"Male","L1.M2.R3","Ascending",1,940
403,"Male","L4.M2.R1","Descending",1,1273
403,"Male","L2.M4.R1","Non Order",1,1306
403,"Male","L2.M2.R2","Repetition",1,879
403,"Male","L3.M3.R4","partial rep",1,1744
403,"Male","L4.M3.R1","Descending",0,1408
403,"Male","L1.M2.R4","Ascending",1,944
403,"Male","L4.M4.R4","Repetition",1,1073
403,"Male","L2.M2.R2","Repetition",1,787
403,"Male","L4.M4.R4","Repetition",1,844
403,"Male","L1.M1.R1","Repetition",1,693
403,"Male","L3.M4.R2","Non Order",1,1647
403,"Male","L3.M2.R1","Descending",1,939
403,"Male","L4.M4.R4","Repetition",1,1360
403,"Male","L3.M3.R3","Repetition",1,1840
403,"Male","L4.M2.R3","Non Order",1,1700
403,"Male","L4.M2.R1","Descending",1,1355
403,"Male","L4.M3.R2","Descending",1,1727
403,"Male","L3.M3.R3","Repetition",1,835
403,"Male","L2.M4.R3","Non Order",1,1733
403,"Male","L4.M3.R2","Descending",1,1293
403,"Male","L3.M3.R3","Repetition",1,768
403,"Male","L2.M2.R2","Repetition",1,837
403,"Male","L4.M3.R4","partial rep",0,1807
403,"Male","L2.M3.R4","Ascending",1,1061
403,"Male","L4.M3.R1","Descending",0,1404
403,"Male","L2.M3.R1","Non Order",1,1507
403,"Male","L3.M1.R2","Non Order",1,951
403,"Male","L3.M2.R1","Descending",1,1538
403,"Male","L2.M1.R3","Non Order",1,1401
403,"Male","L1.M1.R1","Repetition",1,893
403,"Male","L1.M4.R3","Non Order",1,1467
403,"Male","L4.M4.R4","Repetition",1,1525
403,"Male","L1.M2.R4","Ascending",1,940
403,"Male","L3.M3.R3","Repetition",1,1132
403,"Male","L1.M4.R1","partial rep",1,1285
403,"Male","L1.M2.R4","Ascending",1,1392
403,"Male","L2.M2.R2","Repetition",1,982
403,"Male","L3.M2.R1","Descending",1,1600
403,"Male","L2.M4.R3","Non Order",0,0
403,"Male","L2.M2.R3","partial rep",1,1412
403,"Male","L3.M2.R1","Descending",1,1216
403,"Male","L2.M3.R4","Ascending",1,1400
403,"Male","L3.M2.R1","Descending",1,780
403,"Male","L2.M4.R1","Non Order",1,1350
403,"Male","L2.M1.R4","Non Order",1,909
403,"Male","L3.M1.R4","Non Order",1,1697
403,"Male","L4.M1.R3","Non Order",1,1304
403,"Male","L4.M3.R2","Descending",1,1312
403,"Male","L4.M3.R1","Descending",1,1350
403,"Male","L4.M4.R4","Repetition",1,1198
403,"Male","L2.M1.R3","Non Order",1,1190
403,"Male","L3.M2.R4","Non Order",1,1358
403,"Male","L2.M2.R2","Repetition",1,877
403,"Male","L1.M3.R3","partial rep",0,1018
403,"Male","L4.M3.R1","Descending",1,1415
403,"Male","L4.M3.R2","Descending",0,1374
403,"Male","L4.M3.R4","partial rep",0,0
403,"Male","L4.M4.R4","Repetition",1,1532
403,"Male","L3.M2.R1","Descending",1,1129
403,"Male","L1.M2.R4","Ascending",1,1240
403,"Male","L4.M4.R4","Repetition",1,1410
403,"Male","L1.M3.R4","Ascending",1,1137
403,"Male","L2.M3.R4","Ascending",1,1513
403,"Male","L2.M2.R2","Repetition",1,791
403,"Male","L1.M1.R1","Repetition",1,1253
403,"Male","L4.M3.R2","Descending",1,1664
403,"Male","L4.M4.R1","partial rep",1,1453
403,"Male","L4.M4.R4","Repetition",1,987
403,"Male","L1.M2.R4","Ascending",1,976
403,"Male","L3.M4.R1","Non Order",1,1620
403,"Male","L3.M2.R4","Non Order",1,1565
403,"Male","L1.M2.R3","Ascending",1,863
403,"Male","L2.M3.R1","Non Order",1,870
403,"Male","L1.M2.R3","Ascending",1,815
403,"Male","L2.M2.R2","Repetition",1,800
403,"Male","L1.M2.R3","Ascending",1,837
403,"Male","L4.M2.R3","Non Order",1,1576
403,"Male","L4.M3.R2","Descending",1,1526
403,"Male","L4.M4.R4","Repetition",1,946
403,"Male","L4.M4.R4","Repetition",1,910
403,"Male","L4.M2.R1","Descending",1,1274
403,"Male","L2.M3.R4","Ascending",1,1267
403,"Male","L3.M1.R2","Non Order",1,1423
403,"Male","L4.M3.R2","Descending",1,1467
403,"Male","L2.M3.R4","Ascending",1,1327
403,"Male","L2.M3.R4","Ascending",1,1807
403,"Male","L3.M1.R4","Non Order",1,1274
403,"Male","L2.M2.R2","Repetition",1,959
403,"Male","L1.M4.R2","Non Order",1,1091
403,"Male","L4.M1.R2","Non Order",1,1145
403,"Male","L1.M3.R3","partial rep",1,1720
403,"Male","L3.M1.R2","Non Order",1,1193
403,"Male","L3.M2.R1","Descending",1,1041
403,"Male","L4.M3.R1","Descending",1,1463
403,"Male","L1.M1.R1","Repetition",1,596
403,"Male","L3.M3.R3","Repetition",1,979
403,"Male","L4.M4.R4","Repetition",1,1070
403,"Male","L3.M2.R1","Descending",1,1314
403,"Male","L2.M4.R3","Non Order",0,1428
403,"Male","L3.M2.R1","Descending",1,1235
403,"Male","L4.M1.R2","Non Order",1,1484
403,"Male","L4.M2.R1","Descending",1,1044
403,"Male","L1.M1.R1","Repetition",1,717
403,"Male","L3.M3.R3","Repetition",0,0
403,"Male","L3.M3.R3","Repetition",1,1714
403,"Male","L3.M2.R1","Descending",1,1314
403,"Male","L4.M4.R4","Repetition",1,1355
403,"Male","L4.M1.R3","Non Order",1,1529
403,"Male","L1.M4.R1","partial rep",1,1146
403,"Male","L1.M1.R1","Repetition",1,714
403,"Male","L1.M2.R3","Ascending",1,1268
403,"Male","L2.M2.R2","Repetition",1,900
403,"Male","L1.M1.R1","Repetition",1,621
403,"Male","L3.M3.R3","Repetition",1,1032
403,"Male","L2.M1.R4","Non Order",1,1465
403,"Male","L3.M3.R4","partial rep",1,1724
403,"Male","L4.M3.R1","Descending",1,1507
403,"Male","L2.M2.R2","Repetition",1,952
403,"Male","L1.M3.R4","Ascending",1,1090
403,"Male","L1.M1.R1","Repetition",1,640
403,"Male","L4.M2.R1","Descending",1,1243
403,"Male","L3.M4.R2","Non Order",1,1367
403,"Male","L2.M4.R1","Non Order",1,1082
403,"Male","L1.M4.R3","Non Order",1,1605
403,"Male","L3.M2.R1","Descending",1,961
403,"Male","L2.M3.R1","Non Order",1,1060
403,"Male","L2.M2.R2","Repetition",1,764
403,"Male","L4.M2.R2","partial rep",1,1270
403,"Male","L4.M2.R1","Descending",1,1022
403,"Male","L4.M3.R1","Descending",1,1619
403,"Male","L1.M2.R4","Ascending",1,912
403,"Male","L2.M2.R2","Repetition",1,746
403,"Male","L1.M3.R4","Ascending",1,1447
403,"Male","L1.M3.R2","Non Order",1,859
403,"Male","L1.M2.R3","Ascending",1,867
403,"Male","L4.M4.R4","Repetition",1,1527
403,"Male","L1.M2.R3","Ascending",1,716
403,"Male","L1.M1.R1","Repetition",1,857
403,"Male","L1.M2.R3","Ascending",1,785
403,"Male","L1.M4.R2","Non Order",1,815
403,"Male","L1.M3.R4","Ascending",0,933
403,"Male","L1.M1.R1","Repetition",1,826
403,"Male","L4.M3.R1","Descending",1,1347
403,"Male","L4.M3.R1","Descending",1,1222
403,"Male","L4.M1.R3","Non Order",1,1239
403,"Male","L3.M1.R4","Non Order",0,944
403,"Male","L3.M2.R3","partial rep",1,1599
403,"Male","L1.M3.R4","Ascending",1,1395
403,"Male","L2.M4.R3","Non Order",1,1986
403,"Male","L4.M4.R4","Repetition",1,1417
403,"Male","L4.M2.R1","Descending",1,1364
403,"Male","L1.M1.R1","Repetition",1,672
403,"Male","L2.M4.R4","partial rep",1,1325
403,"Male","L2.M3.R4","Ascending",1,1613
403,"Male","L2.M4.R1","Non Order",1,1144
403,"Male","L2.M1.R3","Non Order",1,1274
403,"Male","L1.M2.R4","Ascending",1,872
403,"Male","L2.M1.R2","partial rep",1,1076
403,"Male","L1.M2.R4","Ascending",1,922
403,"Male","L3.M2.R1","Descending",1,1052
403,"Male","L1.M2.R4","Ascending",1,1194
403,"Male","L2.M1.R4","Non Order",1,848
