"Subject","Sex","Stim","Condition","acc","rt"
407,"Male","L4.M4.R4","Repetition",1,1317
407,"Male","L2.M3.R4","Ascending",1,1603
407,"Male","L2.M3.R4","Ascending",1,1299
407,"Male","L4.M3.R1","Descending",1,1563
407,"Male","L4.M2.R1","Descending",1,1286
407,"Male","L2.M3.R1","Non Order",1,1053
407,"Male","L3.M3.R3","Repetition",1,1064
407,"Male","L2.M4.R1","Non Order",1,1042
407,"Male","L4.M1.R3","Non Order",1,1437
407,"Male","L2.M2.R2","Repetition",1,833
407,"Male","L4.M4.R4","Repetition",1,1490
407,"Male","L4.M3.R1","Descending",1,1498
407,"Male","L3.M3.R3","Repetition",1,921
407,"Male","L4.M3.R2","Descending",1,1490
407,"Male","L4.M2.R1","Descending",1,1329
407,"Male","L4.M2.R1","Descending",1,1585
407,"Male","L3.M4.R1","Non Order",1,1610
407,"Male","L3.M2.R1","Descending",1,1206
407,"Male","L4.M3.R1","Descending",1,1647
407,"Male","L1.M3.R4","Ascending",1,1510
407,"Male","L1.M2.R3","Ascending",1,1028
407,"Male","L4.M3.R2","Descending",1,1410
407,"Male","L2.M1.R3","Non Order",1,1146
407,"Male","L4.M4.R4","Repetition",1,1281
407,"Male","L1.M3.R4","Ascending",1,1711
407,"Male","L1.M2.R3","Ascending",1,1066
407,"Male","L1.M1.R1","Repetition",1,781
407,"Male","L4.M3.R2","Descending",1,1332
407,"Male","L2.M2.R2","Repetition",1,715
407,"Male","L2.M3.R4","Ascending",1,994
407,"Male","L2.M2.R2","Repetition",1,642
407,"Male","L4.M2.R3","Non Order",1,1360
407,"Male","L3.M3.R3","Repetition",1,1331
407,"Male","L1.M3.R2","Non Order",1,1200
407,"Male","L3.M4.R1","Non Order",1,1413
407,"Male","L1.M2.R4","Ascending",1,1116
407,"Male","L2.M2.R2","Repetition",1,641
407,"Male","L3.M3.R3","Repetition",1,906
407,"Male","L3.M2.R4","Non Order",1,1414
407,"Male","L1.M4.R2","Non Order",1,1309
407,"Male","L4.M4.R4","Repetition",1,1411
407,"Male","L3.M3.R3","Repetition",1,1114
407,"Male","L1.M3.R4","Ascending",1,1331
407,"Male","L1.M4.R3","Non Order",1,1399
407,"Male","L1.M2.R3","Ascending",1,1033
407,"Male","L4.M4.R4","Repetition",1,1660
407,"Male","L4.M2.R1","Descending",1,1178
407,"Male","L2.M4.R1","Non Order",1,1252
407,"Male","L2.M2.R2","Repetition",1,1226
407,"Male","L1.M1.R1","Repetition",1,673
407,"Male","L2.M2.R2","Repetition",1,700
407,"Male","L2.M3.R4","Ascending",1,1199
407,"Male","L1.M1.R1","Repetition",1,551
407,"Male","L4.M4.R4","Repetition",1,1328
407,"Male","L1.M2.R3","Ascending",1,973
407,"Male","L4.M1.R3","Non Order",1,1581
407,"Male","L1.M2.R4","Ascending",1,967
407,"Male","L4.M3.R2","Descending",1,1192
407,"Male","L3.M2.R1","Descending",1,1181
407,"Male","L2.M2.R3","partial rep",1,902
407,"Male","L1.M2.R4","Ascending",1,987
407,"Male","L2.M1.R4","Non Order",1,1119
407,"Male","L1.M1.R1","Repetition",1,643
407,"Male","L1.M4.R1","partial rep",0,850
407,"Male","L4.M4.R4","Repetition",1,1897
407,"Male","L1.M2.R3","Ascending",1,1113
407,"Male","L3.M2.R1","Descending",1,992
407,"Male","L3.M3.R3","Repetition",1,936
407,"Male","L3.M2.R1","Descending",1,993
407,"Male","L1.M2.R4","Ascending",1,943
407,"Male","L1.M2.R4","Ascending",1,994
407,"Male","L4.M2.R1","Descending",1,1232
407,"Male","L1.M1.R1","Repetition",1,627
407,"Male","L3.M3.R4","partial rep",1,1120
407,"Male","L4.M3.R1","Descending",1,1208
407,"Male","L3.M2.R1","Descending",1,1074
407,"Male","L2.M2.R2","Repetition",1,739
407,"Male","L4.M3.R2","Descending",1,1171
407,"Male","L1.M1.R1","Repetition",1,840
407,"Male","L4.M4.R4","Repetition",1,1154
407,"Male","L1.M2.R3","Ascending",1,1018
407,"Male","L4.M3.R1","Descending",1,997
407,"Male","L4.M2.R1","Descending",1,919
407,"Male","L3.M1.R4","Non Order",1,1198
407,"Male","L4.M3.R4","partial rep",0,0
407,"Male","L1.M1.R1","Repetition",1,767
407,"Male","L1.M2.R3","Ascending",1,1210
407,"Male","L2.M2.R2","Repetition",1,837
407,"Male","L2.M1.R3","Non Order",1,1048
407,"Male","L4.M4.R4","Repetition",1,1301
407,"Male","L4.M2.R2","partial rep",0,1476
407,"Male","L3.M1.R2","Non Order",1,1196
407,"Male","L2.M2.R2","Repetition",1,808
407,"Male","L1.M3.R2","Non Order",1,864
407,"Male","L4.M3.R2","Descending",1,1526
407,"Male","L1.M1.R1","Repetition",1,552
407,"Male","L3.M2.R3","partial rep",0,752
407,"Male","L4.M3.R2","Descending",1,1262
407,"Male","L4.M3.R2","Descending",1,1353
407,"Male","L4.M2.R1","Descending",1,1083
407,"Male","L2.M1.R4","Non Order",1,1266
407,"Male","L1.M2.R3","Ascending",1,1008
407,"Male","L2.M2.R2","Repetition",1,827
407,"Male","L3.M2.R1","Descending",1,878
407,"Male","L3.M2.R1","Descending",1,834
407,"Male","L3.M3.R3","Repetition",1,864
407,"Male","L4.M3.R1","Descending",1,1130
407,"Male","L2.M2.R2","Repetition",1,1317
407,"Male","L3.M1.R4","Non Order",1,1079
407,"Male","L2.M2.R2","Repetition",1,747
407,"Male","L3.M3.R3","Repetition",1,940
407,"Male","L4.M3.R2","Descending",1,977
407,"Male","L2.M2.R2","Repetition",1,658
407,"Male","L3.M1.R4","Non Order",1,1038
407,"Male","L1.M4.R3","Non Order",1,1189
407,"Male","L3.M2.R1","Descending",1,1049
407,"Male","L1.M1.R2","partial rep",0,919
407,"Male","L1.M2.R4","Ascending",1,940
407,"Male","L2.M2.R2","Repetition",1,675
407,"Male","L4.M3.R1","Descending",1,988
407,"Male","L4.M4.R4","Repetition",1,1201
407,"Male","L4.M2.R1","Descending",1,1185
407,"Male","L1.M1.R1","Repetition",1,661
407,"Male","L2.M2.R2","Repetition",1,600
407,"Male","L1.M1.R1","Repetition",1,571
407,"Male","L4.M4.R4","Repetition",1,1399
407,"Male","L2.M3.R4","Ascending",0,0
407,"Male","L3.M1.R2","Non Order",1,1442
407,"Male","L3.M2.R1","Descending",1,965
407,"Male","L1.M3.R4","Ascending",1,1170
407,"Male","L4.M1.R3","Non Order",1,1095
407,"Male","L4.M4.R4","Repetition",1,1348
407,"Male","L1.M2.R3","Ascending",1,949
407,"Male","L3.M1.R2","Non Order",1,1161
407,"Male","L4.M4.R4","Repetition",1,1533
407,"Male","L4.M4.R4","Repetition",1,1068
407,"Male","L1.M1.R1","Repetition",1,727
407,"Male","L2.M3.R4","Ascending",1,1680
407,"Male","L3.M3.R3","Repetition",1,845
407,"Male","L3.M2.R1","Descending",1,818
407,"Male","L1.M2.R4","Ascending",1,937
407,"Male","L2.M1.R3","Non Order",1,1077
407,"Male","L2.M2.R2","Repetition",1,799
407,"Male","L1.M2.R4","Ascending",1,742
407,"Male","L1.M1.R1","Repetition",1,553
407,"Male","L4.M3.R4","partial rep",0,1486
407,"Male","L2.M2.R2","Repetition",1,881
407,"Male","L4.M4.R4","Repetition",1,1280
407,"Male","L4.M3.R2","Descending",1,1551
407,"Male","L1.M1.R1","Repetition",1,575
407,"Male","L2.M3.R4","Ascending",1,1269
407,"Male","L4.M4.R1","partial rep",1,1348
407,"Male","L4.M3.R1","Descending",1,931
407,"Male","L4.M3.R2","Descending",1,1348
407,"Male","L1.M2.R3","Ascending",1,1184
407,"Male","L4.M4.R4","Repetition",1,981
407,"Male","L3.M4.R2","Non Order",1,1405
407,"Male","L2.M3.R4","Ascending",1,1549
407,"Male","L3.M3.R3","Repetition",1,893
407,"Male","L1.M2.R4","Ascending",1,966
407,"Male","L1.M3.R4","Ascending",1,921
407,"Male","L4.M3.R2","Descending",1,1271
407,"Male","L1.M2.R4","Ascending",1,1020
407,"Male","L1.M1.R1","Repetition",1,605
407,"Male","L1.M2.R3","Ascending",1,1022
407,"Male","L1.M2.R3","Ascending",1,1083
407,"Male","L1.M2.R3","Ascending",1,952
407,"Male","L2.M3.R4","Ascending",1,1291
407,"Male","L1.M3.R4","Ascending",1,932
407,"Male","L1.M2.R4","Ascending",1,1001
407,"Male","L4.M3.R2","Descending",1,1182
407,"Male","L2.M3.R4","Ascending",1,1004
407,"Male","L2.M4.R3","Non Order",1,1267
407,"Male","L3.M2.R1","Descending",1,952
407,"Male","L1.M1.R1","Repetition",1,583
407,"Male","L1.M3.R4","Ascending",1,1167
407,"Male","L3.M3.R3","Repetition",1,933
407,"Male","L4.M1.R2","Non Order",1,1051
407,"Male","L2.M3.R1","Non Order",1,871
407,"Male","L2.M2.R3","partial rep",1,686
407,"Male","L1.M2.R4","Ascending",1,890
407,"Male","L1.M3.R4","Ascending",1,661
407,"Male","L3.M3.R3","Repetition",1,1443
407,"Male","L4.M2.R3","Non Order",1,1338
407,"Male","L3.M4.R1","Non Order",1,1221
407,"Male","L3.M2.R4","Non Order",1,939
407,"Male","L4.M3.R1","Descending",1,1424
407,"Male","L3.M2.R4","Non Order",1,1183
407,"Male","L4.M3.R1","Descending",1,1334
407,"Male","L2.M2.R2","Repetition",1,693
407,"Male","L2.M1.R4","Non Order",1,953
407,"Male","L4.M2.R3","Non Order",1,1324
407,"Male","L2.M2.R2","Repetition",1,740
407,"Male","L3.M3.R4","partial rep",1,1223
407,"Male","L4.M4.R4","Repetition",1,1155
407,"Male","L3.M4.R1","Non Order",1,1019
407,"Male","L2.M4.R3","Non Order",1,1466
407,"Male","L1.M1.R1","Repetition",1,659
407,"Male","L4.M3.R1","Descending",1,1077
407,"Male","L1.M1.R1","Repetition",1,626
407,"Male","L1.M3.R3","partial rep",1,1439
407,"Male","L4.M2.R1","Descending",1,1119
407,"Male","L4.M4.R4","Repetition",1,1335
407,"Male","L4.M2.R1","Descending",1,1117
407,"Male","L3.M3.R3","Repetition",1,963
407,"Male","L3.M3.R3","Repetition",1,861
407,"Male","L2.M1.R2","partial rep",1,1099
407,"Male","L1.M1.R1","Repetition",1,560
407,"Male","L1.M4.R1","partial rep",0,774
407,"Male","L4.M2.R1","Descending",1,1003
407,"Male","L4.M3.R1","Descending",1,1070
407,"Male","L4.M1.R2","Non Order",1,1127
407,"Male","L1.M3.R4","Ascending",1,1112
407,"Male","L3.M3.R3","Repetition",1,1490
407,"Male","L4.M1.R3","Non Order",1,1181
407,"Male","L4.M2.R1","Descending",1,1199
407,"Male","L1.M1.R1","Repetition",1,548
407,"Male","L2.M2.R2","Repetition",1,855
407,"Male","L2.M3.R4","Ascending",1,1033
407,"Male","L4.M4.R4","Repetition",1,1108
407,"Male","L3.M2.R1","Descending",1,969
407,"Male","L1.M3.R2","Non Order",1,1189
407,"Male","L2.M3.R4","Ascending",1,1313
407,"Male","L3.M3.R3","Repetition",1,784
407,"Male","L4.M4.R4","Repetition",1,1108
407,"Male","L3.M1.R1","partial rep",0,944
407,"Male","L2.M2.R2","Repetition",1,804
407,"Male","L2.M1.R3","Non Order",1,923
407,"Male","L2.M4.R1","Non Order",1,889
407,"Male","L1.M2.R3","Ascending",1,971
407,"Male","L3.M2.R1","Descending",1,808
407,"Male","L4.M3.R1","Descending",1,1055
407,"Male","L4.M2.R1","Descending",1,1074
407,"Male","L3.M4.R2","Non Order",1,1365
407,"Male","L1.M4.R2","Non Order",1,1133
407,"Male","L1.M4.R2","Non Order",1,995
407,"Male","L2.M4.R4","partial rep",1,1426
407,"Male","L4.M2.R1","Descending",1,1393
407,"Male","L1.M2.R4","Ascending",1,1037
407,"Male","L3.M3.R3","Repetition",1,1264
407,"Male","L2.M4.R1","Non Order",1,939
407,"Male","L2.M3.R1","Non Order",1,836
407,"Male","L1.M2.R3","Ascending",1,872
407,"Male","L4.M4.R4","Repetition",1,1029
407,"Male","L1.M3.R4","Ascending",1,1206
407,"Male","L1.M4.R3","Non Order",1,1128
407,"Male","L1.M3.R4","Ascending",1,1126
407,"Male","L4.M2.R2","partial rep",0,953
407,"Male","L3.M3.R3","Repetition",1,919
301,"Female","L1.M2.R4","Ascending",1,902
301,"Female","L1.M3.R4","Ascending",1,953
301,"Female","L1.M3.R4","Ascending",1,1096
301,"Female","L1.M2.R3","Ascending",1,817
301,"Female","L1.M2.R3","Ascending",1,855
301,"Female","L3.M3.R3","Repetition",1,841
301,"Female","L3.M2.R1","Descending",1,775
301,"Female","L3.M2.R1","Descending",1,921
301,"Female","L2.M4.R3","Non Order",1,967
301,"Female","L4.M2.R1","Descending",1,833
301,"Female","L3.M4.R1","Non Order",1,999
301,"Female","L3.M2.R1","Descending",1,760
301,"Female","L3.M2.R3","partial rep",0,790
301,"Female","L4.M4.R4","Repetition",1,1320
301,"Female","L3.M2.R1","Descending",1,870
301,"Female","L3.M2.R1","Descending",1,912
301,"Female","L4.M3.R2","Descending",1,934
301,"Female","L2.M2.R2","Repetition",1,759
301,"Female","L1.M1.R2","partial rep",0,901
301,"Female","L2.M4.R3","Non Order",1,1127
301,"Female","L3.M1.R1","partial rep",1,1029
301,"Female","L2.M1.R4","Non Order",1,927
301,"Female","L1.M4.R3","Non Order",1,1268
301,"Female","L1.M2.R3","Ascending",1,1142
301,"Female","L1.M2.R3","Ascending",1,836
301,"Female","L2.M2.R3","partial rep",1,1158
301,"Female","L4.M2.R1","Descending",1,772
301,"Female","L4.M2.R1","Descending",1,910
301,"Female","L2.M2.R2","Repetition",1,804
301,"Female","L4.M2.R1","Descending",1,853
301,"Female","L4.M4.R4","Repetition",1,1091
301,"Female","L3.M3.R3","Repetition",1,1077
301,"Female","L4.M4.R4","Repetition",1,898
301,"Female","L2.M3.R4","Ascending",1,1132
301,"Female","L3.M2.R1","Descending",1,1154
301,"Female","L1.M2.R3","Ascending",1,1299
301,"Female","L1.M3.R4","Ascending",1,1073
301,"Female","L3.M2.R4","Non Order",1,1395
301,"Female","L3.M3.R4","partial rep",1,864
301,"Female","L1.M1.R1","Repetition",1,890
301,"Female","L2.M2.R2","Repetition",1,671
301,"Female","L1.M3.R2","Non Order",1,929
301,"Female","L1.M3.R4","Ascending",1,847
301,"Female","L3.M3.R3","Repetition",1,1072
301,"Female","L1.M2.R4","Ascending",1,990
301,"Female","L1.M3.R4","Ascending",1,920
301,"Female","L4.M2.R1","Descending",1,782
301,"Female","L1.M1.R1","Repetition",1,896
301,"Female","L4.M1.R3","Non Order",1,878
301,"Female","L2.M2.R2","Repetition",1,847
301,"Female","L1.M2.R4","Ascending",1,989
301,"Female","L3.M3.R3","Repetition",1,1143
301,"Female","L3.M2.R1","Descending",1,1036
301,"Female","L3.M3.R3","Repetition",1,910
301,"Female","L1.M4.R2","Non Order",1,987
301,"Female","L1.M2.R3","Ascending",1,941
301,"Female","L3.M3.R3","Repetition",1,1051
301,"Female","L2.M3.R1","Non Order",1,901
301,"Female","L4.M3.R1","Descending",1,955
301,"Female","L2.M3.R4","Ascending",1,1245
301,"Female","L1.M2.R4","Ascending",1,730
301,"Female","L2.M2.R2","Repetition",1,908
301,"Female","L2.M3.R4","Ascending",1,906
301,"Female","L4.M3.R2","Descending",1,1235
301,"Female","L3.M3.R3","Repetition",1,1081
301,"Female","L4.M2.R1","Descending",1,1242
301,"Female","L4.M3.R4","partial rep",1,1496
301,"Female","L3.M3.R3","Repetition",1,889
301,"Female","L2.M1.R3","Non Order",1,1174
301,"Female","L2.M3.R4","Ascending",1,1280
301,"Female","L2.M3.R1","Non Order",1,1574
301,"Female","L2.M2.R2","Repetition",1,840
301,"Female","L4.M3.R1","Descending",1,1254
301,"Female","L4.M3.R2","Descending",1,1319
301,"Female","L4.M2.R1","Descending",1,948
301,"Female","L1.M2.R4","Ascending",1,1038
301,"Female","L4.M1.R3","Non Order",1,964
301,"Female","L2.M1.R3","Non Order",1,933
301,"Female","L1.M3.R3","partial rep",0,1121
301,"Female","L1.M1.R1","Repetition",1,899
301,"Female","L1.M2.R4","Ascending",1,1281
301,"Female","L3.M1.R2","Non Order",1,891
301,"Female","L4.M3.R1","Descending",1,1041
301,"Female","L2.M3.R4","Ascending",1,1218
301,"Female","L3.M4.R1","Non Order",1,959
301,"Female","L4.M3.R1","Descending",1,1009
301,"Female","L3.M1.R2","Non Order",1,1038
301,"Female","L4.M3.R1","Descending",1,920
301,"Female","L4.M4.R4","Repetition",1,1021
301,"Female","L3.M3.R3","Repetition",1,926
301,"Female","L1.M4.R2","Non Order",1,748
301,"Female","L2.M4.R4","partial rep",1,1374
301,"Female","L2.M2.R2","Repetition",1,844
301,"Female","L4.M2.R3","Non Order",1,1270
301,"Female","L3.M1.R4","Non Order",1,1339
301,"Female","L1.M3.R4","Ascending",1,1245
301,"Female","L2.M3.R4","Ascending",1,1834
301,"Female","L4.M4.R4","Repetition",1,1404
301,"Female","L4.M2.R1","Descending",1,1113
301,"Female","L4.M4.R4","Repetition",1,1603
301,"Female","L1.M1.R1","Repetition",1,664
301,"Female","L1.M3.R4","Ascending",1,1114
301,"Female","L1.M1.R1","Repetition",1,904
301,"Female","L1.M3.R4","Ascending",1,890
301,"Female","L4.M3.R1","Descending",1,1047
301,"Female","L1.M1.R1","Repetition",1,865
301,"Female","L2.M1.R2","partial rep",1,1143
301,"Female","L1.M2.R4","Ascending",1,745
301,"Female","L4.M1.R2","Non Order",1,950
301,"Female","L2.M3.R4","Ascending",1,1080
301,"Female","L4.M4.R1","partial rep",1,1158
301,"Female","L4.M4.R4","Repetition",1,1072
301,"Female","L2.M4.R1","Non Order",1,853
301,"Female","L4.M3.R2","Descending",1,983
301,"Female","L4.M3.R2","Descending",1,1332
301,"Female","L1.M4.R1","partial rep",1,1238
301,"Female","L4.M2.R3","Non Order",1,1251
301,"Female","L2.M2.R2","Repetition",1,844
301,"Female","L4.M3.R2","Descending",1,1522
301,"Female","L1.M1.R1","Repetition",1,595
301,"Female","L2.M4.R1","Non Order",1,769
301,"Female","L3.M3.R3","Repetition",1,1059
301,"Female","L3.M3.R3","Repetition",1,994
301,"Female","L2.M2.R2","Repetition",1,716
301,"Female","L1.M1.R1","Repetition",1,611
301,"Female","L1.M1.R1","Repetition",1,518
301,"Female","L2.M3.R4","Ascending",1,1076
301,"Female","L2.M2.R2","Repetition",1,855
301,"Female","L1.M2.R3","Ascending",1,1189
301,"Female","L2.M2.R2","Repetition",1,768
301,"Female","L4.M4.R4","Repetition",1,1015
301,"Female","L2.M2.R2","Repetition",1,761
301,"Female","L4.M4.R4","Repetition",1,1207
301,"Female","L4.M4.R4","Repetition",1,938
301,"Female","L1.M2.R4","Ascending",1,857
301,"Female","L1.M4.R3","Non Order",1,1091
301,"Female","L3.M4.R2","Non Order",1,1050
301,"Female","L4.M3.R2","Descending",1,1404
301,"Female","L4.M3.R1","Descending",1,955
301,"Female","L3.M3.R3","Repetition",1,878
301,"Female","L1.M2.R3","Ascending",1,765
301,"Female","L4.M2.R2","partial rep",0,1127
301,"Female","L1.M1.R1","Repetition",1,862
301,"Female","L3.M2.R1","Descending",1,1232
301,"Female","L2.M1.R4","Non Order",1,1231
301,"Female","L1.M1.R1","Repetition",1,833
301,"Female","L1.M1.R1","Repetition",1,544
301,"Female","L3.M4.R2","Non Order",1,955
301,"Female","L4.M3.R2","Descending",1,1473
301,"Female","L3.M2.R4","Non Order",1,1092
301,"Female","L4.M4.R4","Repetition",1,1458
301,"Female","L4.M4.R4","Repetition",1,964
301,"Female","L3.M1.R4","Non Order",1,1235
301,"Female","L1.M3.R2","Non Order",1,781
301,"Female","L4.M3.R1","Descending",1,1187
301,"Female","L4.M1.R2","Non Order",1,998
301,"Female","L2.M3.R1","Non Order",1,737
301,"Female","L2.M2.R2","Repetition",1,772
301,"Female","L4.M4.R4","Repetition",1,931
301,"Female","L1.M3.R4","Ascending",1,861
301,"Female","L2.M2.R2","Repetition",1,692
301,"Female","L2.M3.R4","Ascending",1,1158
301,"Female","L3.M3.R3","Repetition",1,1221
301,"Female","L2.M2.R2","Repetition",1,663
301,"Female","L3.M3.R4","partial rep",1,1462
301,"Female","L3.M2.R1","Descending",1,1104
301,"Female","L1.M4.R2","Non Order",1,886
301,"Female","L1.M2.R4","Ascending",1,984
301,"Female","L1.M3.R3","partial rep",0,854
301,"Female","L4.M2.R1","Descending",1,984
301,"Female","L1.M3.R4","Ascending",1,1190
301,"Female","L2.M3.R4","Ascending",1,1184
301,"Female","L1.M1.R1","Repetition",1,742
301,"Female","L2.M2.R3","partial rep",1,999
301,"Female","L1.M2.R3","Ascending",1,901
301,"Female","L1.M2.R3","Ascending",1,1095
301,"Female","L2.M4.R1","Non Order",1,997
301,"Female","L2.M2.R2","Repetition",1,927
301,"Female","L1.M4.R3","Non Order",1,1125
301,"Female","L3.M2.R1","Descending",1,967
301,"Female","L3.M3.R3","Repetition",1,1204
301,"Female","L1.M4.R2","Non Order",1,822
301,"Female","L3.M2.R1","Descending",1,1396
301,"Female","L1.M1.R1","Repetition",1,733
301,"Female","L1.M3.R4","Ascending",1,1139
301,"Female","L2.M3.R4","Ascending",1,1301
301,"Female","L4.M3.R1","Descending",1,1235
301,"Female","L4.M3.R4","partial rep",0,0
301,"Female","L4.M4.R4","Repetition",1,1171
301,"Female","L1.M1.R1","Repetition",1,621
301,"Female","L2.M2.R2","Repetition",1,755
301,"Female","L1.M3.R4","Ascending",1,1172
301,"Female","L2.M1.R3","Non Order",1,1186
301,"Female","L2.M3.R1","Non Order",1,1156
301,"Female","L1.M4.R3","Non Order",1,914
301,"Female","L4.M3.R1","Descending",1,1260
301,"Female","L4.M4.R4","Repetition",1,1361
301,"Female","L1.M1.R1","Repetition",1,658
301,"Female","L3.M4.R1","Non Order",1,912
301,"Female","L3.M3.R3","Repetition",1,1106
301,"Female","L3.M1.R4","Non Order",1,1088
301,"Female","L1.M1.R1","Repetition",1,778
301,"Female","L1.M3.R2","Non Order",1,1136
301,"Female","L2.M2.R2","Repetition",1,769
301,"Female","L1.M3.R4","Ascending",1,1103
301,"Female","L4.M2.R1","Descending",1,849
301,"Female","L2.M2.R2","Repetition",1,766
301,"Female","L4.M3.R2","Descending",1,1064
301,"Female","L4.M3.R2","Descending",1,1406
301,"Female","L4.M4.R4","Repetition",1,1184
301,"Female","L4.M3.R2","Descending",1,1070
301,"Female","L1.M2.R3","Ascending",1,944
301,"Female","L4.M4.R4","Repetition",1,1006
301,"Female","L2.M4.R3","Non Order",1,1015
301,"Female","L3.M2.R1","Descending",1,813
301,"Female","L2.M3.R4","Ascending",1,863
301,"Female","L4.M4.R1","partial rep",1,1100
301,"Female","L2.M4.R4","partial rep",1,1022
301,"Female","L4.M3.R2","Descending",1,972
301,"Female","L4.M4.R4","Repetition",1,1029
301,"Female","L4.M4.R4","Repetition",1,1083
301,"Female","L1.M1.R1","Repetition",1,668
301,"Female","L2.M1.R4","Non Order",1,874
301,"Female","L3.M1.R1","partial rep",1,1068
301,"Female","L4.M3.R1","Descending",1,1034
301,"Female","L3.M3.R3","Repetition",1,851
301,"Female","L4.M3.R2","Descending",1,1241
301,"Female","L4.M2.R1","Descending",1,1099
301,"Female","L4.M1.R3","Non Order",1,1065
301,"Female","L3.M2.R1","Descending",1,923
301,"Female","L1.M2.R3","Ascending",1,825
301,"Female","L4.M4.R4","Repetition",1,1074
301,"Female","L1.M3.R4","Ascending",1,967
301,"Female","L4.M2.R3","Non Order",1,905
301,"Female","L2.M3.R4","Ascending",1,1109
301,"Female","L2.M4.R1","Non Order",1,726
301,"Female","L4.M2.R1","Descending",1,724
301,"Female","L4.M3.R1","Descending",1,974
301,"Female","L3.M4.R2","Non Order",1,1507
301,"Female","L3.M4.R2","Non Order",1,1333
301,"Female","L1.M3.R2","Non Order",1,1059
301,"Female","L2.M1.R2","partial rep",1,1221
301,"Female","L4.M3.R2","Descending",1,1283
301,"Female","L3.M2.R1","Descending",1,1180
301,"Female","L3.M3.R3","Repetition",1,1138
301,"Female","L4.M2.R1","Descending",1,868
301,"Female","L3.M2.R1","Descending",1,1042
301,"Female","L1.M1.R1","Repetition",1,804
301,"Female","L1.M1.R1","Repetition",1,529
301,"Female","L3.M3.R3","Repetition",1,891
301,"Female","L3.M2.R4","Non Order",1,1105
301,"Female","L1.M1.R2","partial rep",1,1202
301,"Female","L1.M2.R4","Ascending",1,928
301,"Female","L1.M2.R3","Ascending",1,1090
301,"Female","L1.M2.R4","Ascending",1,880
301,"Female","L3.M3.R3","Repetition",1,954
301,"Female","L1.M3.R4","Ascending",1,911
301,"Female","L3.M2.R4","Non Order",1,1201
301,"Female","L4.M3.R1","Descending",1,783
301,"Female","L4.M3.R1","Descending",1,961
301,"Female","L1.M1.R1","Repetition",1,590
301,"Female","L1.M1.R1","Repetition",1,711
301,"Female","L2.M2.R2","Repetition",1,782
301,"Female","L4.M3.R1","Descending",1,832
301,"Female","L2.M2.R2","Repetition",1,748
301,"Female","L4.M1.R3","Non Order",1,1006
301,"Female","L4.M2.R3","Non Order",1,1180
301,"Female","L2.M3.R4","Ascending",1,1269
301,"Female","L2.M1.R4","Non Order",1,955
301,"Female","L4.M2.R1","Descending",1,796
301,"Female","L3.M3.R3","Repetition",1,810
301,"Female","L1.M4.R1","partial rep",1,1036
301,"Female","L1.M2.R3","Ascending",1,1242
301,"Female","L1.M2.R3","Ascending",1,1091
301,"Female","L3.M2.R3","partial rep",1,1273
301,"Female","L3.M1.R2","Non Order",1,1098
301,"Female","L4.M3.R2","Descending",1,1192
301,"Female","L2.M4.R3","Non Order",1,1017
301,"Female","L4.M3.R1","Descending",1,919
301,"Female","L3.M4.R1","Non Order",1,961
301,"Female","L3.M1.R2","Non Order",1,966
301,"Female","L2.M1.R3","Non Order",1,824
301,"Female","L2.M2.R2","Repetition",1,774
301,"Female","L2.M2.R2","Repetition",1,616
301,"Female","L1.M1.R1","Repetition",1,598
301,"Female","L3.M3.R3","Repetition",1,1216
301,"Female","L1.M2.R4","Ascending",1,774
301,"Female","L4.M2.R1","Descending",1,743
301,"Female","L3.M3.R3","Repetition",1,773
301,"Female","L1.M2.R3","Ascending",1,838
301,"Female","L4.M1.R2","Non Order",1,1028
301,"Female","L1.M2.R4","Ascending",1,782
301,"Female","L1.M2.R4","Ascending",1,723
301,"Female","L1.M2.R4","Ascending",1,773
301,"Female","L4.M4.R4","Repetition",1,1203
301,"Female","L4.M4.R4","Repetition",1,740
301,"Female","L4.M2.R2","partial rep",0,674
301,"Female","L4.M4.R4","Repetition",1,987
301,"Female","L2.M3.R4","Ascending",1,1280
301,"Female","L3.M3.R3","Repetition",1,882
301,"Female","L3.M1.R4","Non Order",1,1087
301,"Female","L2.M3.R4","Ascending",1,1073
301,"Female","L1.M2.R4","Ascending",1,879
301,"Female","L1.M3.R4","Ascending",1,921
301,"Female","L4.M2.R1","Descending",1,750
301,"Female","L3.M2.R1","Descending",1,815
301,"Female","L2.M2.R2","Repetition",1,701
301,"Female","L4.M3.R2","Descending",1,1311
301,"Female","L3.M3.R3","Repetition",1,892
301,"Female","L4.M1.R2","Non Order",1,742
301,"Female","L1.M1.R1","Repetition",1,683
301,"Female","L4.M4.R4","Repetition",1,1005
302,"Female","L3.M2.R1","Descending",1,663
302,"Female","L4.M1.R2","Non Order",1,873
302,"Female","L4.M2.R1","Descending",1,615
302,"Female","L3.M1.R2","Non Order",0,690
302,"Female","L1.M4.R3","Non Order",1,888
302,"Female","L3.M2.R3","partial rep",0,793
302,"Female","L1.M2.R4","Ascending",1,695
302,"Female","L1.M2.R3","Ascending",1,1001
302,"Female","L2.M2.R2","Repetition",1,631
302,"Female","L1.M1.R1","Repetition",1,625
302,"Female","L2.M3.R4","Ascending",0,696
302,"Female","L1.M1.R1","Repetition",0,537
302,"Female","L2.M4.R3","Non Order",1,680
302,"Female","L1.M2.R3","Ascending",1,1082
